class_name,label,group_folder,folder_idx,video_name,video_path,num_frames,split
basketball,0,v_shooting_02,2,v_shooting_02_06.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_02/v_shooting_02_06.mpg,54,train
basketball,0,v_shooting_03,3,v_shooting_03_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_01.mpg,79,train
basketball,0,v_shooting_03,3,v_shooting_03_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_02.mpg,122,train
basketball,0,v_shooting_03,3,v_shooting_03_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_03.mpg,85,train
basketball,0,v_shooting_03,3,v_shooting_03_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_04.mpg,135,train
basketball,0,v_shooting_03,3,v_shooting_03_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_05.mpg,123,train
basketball,0,v_shooting_03,3,v_shooting_03_06.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_03/v_shooting_03_06.mpg,117,train
basketball,0,v_shooting_04,4,v_shooting_04_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_04/v_shooting_04_01.mpg,71,train
basketball,0,v_shooting_04,4,v_shooting_04_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_04/v_shooting_04_02.mpg,107,train
basketball,0,v_shooting_04,4,v_shooting_04_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_04/v_shooting_04_03.mpg,102,train
basketball,0,v_shooting_04,4,v_shooting_04_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_04/v_shooting_04_04.mpg,104,train
basketball,0,v_shooting_05,5,v_shooting_05_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_05/v_shooting_05_01.mpg,99,train
basketball,0,v_shooting_05,5,v_shooting_05_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_05/v_shooting_05_02.mpg,86,train
basketball,0,v_shooting_05,5,v_shooting_05_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_05/v_shooting_05_03.mpg,133,train
basketball,0,v_shooting_05,5,v_shooting_05_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_05/v_shooting_05_04.mpg,110,train
basketball,0,v_shooting_06,6,v_shooting_06_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_06/v_shooting_06_01.mpg,89,train
basketball,0,v_shooting_06,6,v_shooting_06_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_06/v_shooting_06_02.mpg,76,train
basketball,0,v_shooting_06,6,v_shooting_06_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_06/v_shooting_06_03.mpg,70,train
basketball,0,v_shooting_06,6,v_shooting_06_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_06/v_shooting_06_04.mpg,100,train
basketball,0,v_shooting_07,7,v_shooting_07_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_07/v_shooting_07_01.mpg,149,train
basketball,0,v_shooting_07,7,v_shooting_07_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_07/v_shooting_07_02.mpg,100,train
basketball,0,v_shooting_07,7,v_shooting_07_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_07/v_shooting_07_03.mpg,141,train
basketball,0,v_shooting_07,7,v_shooting_07_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_07/v_shooting_07_04.mpg,100,train
basketball,0,v_shooting_08,8,v_shooting_08_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_08/v_shooting_08_01.mpg,100,train
basketball,0,v_shooting_08,8,v_shooting_08_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_08/v_shooting_08_02.mpg,169,train
basketball,0,v_shooting_08,8,v_shooting_08_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_08/v_shooting_08_03.mpg,82,train
basketball,0,v_shooting_08,8,v_shooting_08_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_08/v_shooting_08_04.mpg,95,train
basketball,0,v_shooting_09,9,v_shooting_09_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_09/v_shooting_09_01.mpg,98,train
basketball,0,v_shooting_09,9,v_shooting_09_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_09/v_shooting_09_02.mpg,121,train
basketball,0,v_shooting_09,9,v_shooting_09_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_09/v_shooting_09_03.mpg,109,train
basketball,0,v_shooting_09,9,v_shooting_09_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_09/v_shooting_09_04.mpg,103,train
basketball,0,v_shooting_09,9,v_shooting_09_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_09/v_shooting_09_05.mpg,81,train
basketball,0,v_shooting_10,10,v_shooting_10_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_10/v_shooting_10_01.mpg,102,train
basketball,0,v_shooting_10,10,v_shooting_10_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_10/v_shooting_10_02.mpg,116,train
basketball,0,v_shooting_10,10,v_shooting_10_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_10/v_shooting_10_03.mpg,127,train
basketball,0,v_shooting_10,10,v_shooting_10_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_10/v_shooting_10_04.mpg,123,train
basketball,0,v_shooting_10,10,v_shooting_10_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_10/v_shooting_10_05.mpg,115,train
basketball,0,v_shooting_11,11,v_shooting_11_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_11/v_shooting_11_01.mpg,74,train
basketball,0,v_shooting_11,11,v_shooting_11_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_11/v_shooting_11_02.mpg,76,train
basketball,0,v_shooting_11,11,v_shooting_11_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_11/v_shooting_11_03.mpg,86,train
basketball,0,v_shooting_11,11,v_shooting_11_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_11/v_shooting_11_04.mpg,104,train
basketball,0,v_shooting_11,11,v_shooting_11_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_11/v_shooting_11_05.mpg,141,train
basketball,0,v_shooting_12,12,v_shooting_12_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_12/v_shooting_12_01.mpg,227,train
basketball,0,v_shooting_12,12,v_shooting_12_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_12/v_shooting_12_02.mpg,231,train
basketball,0,v_shooting_12,12,v_shooting_12_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_12/v_shooting_12_03.mpg,277,train
basketball,0,v_shooting_12,12,v_shooting_12_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_12/v_shooting_12_04.mpg,183,train
basketball,0,v_shooting_12,12,v_shooting_12_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_12/v_shooting_12_05.mpg,135,train
basketball,0,v_shooting_13,13,v_shooting_13_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_13/v_shooting_13_01.mpg,314,train
basketball,0,v_shooting_13,13,v_shooting_13_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_13/v_shooting_13_02.mpg,298,train
basketball,0,v_shooting_13,13,v_shooting_13_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_13/v_shooting_13_03.mpg,298,train
basketball,0,v_shooting_13,13,v_shooting_13_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_13/v_shooting_13_04.mpg,328,train
basketball,0,v_shooting_14,14,v_shooting_14_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_14/v_shooting_14_01.mpg,86,train
basketball,0,v_shooting_14,14,v_shooting_14_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_14/v_shooting_14_02.mpg,90,train
basketball,0,v_shooting_14,14,v_shooting_14_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_14/v_shooting_14_03.mpg,79,train
basketball,0,v_shooting_14,14,v_shooting_14_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_14/v_shooting_14_04.mpg,130,train
basketball,0,v_shooting_14,14,v_shooting_14_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_14/v_shooting_14_05.mpg,86,train
basketball,0,v_shooting_15,15,v_shooting_15_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_01.mpg,111,train
basketball,0,v_shooting_15,15,v_shooting_15_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_02.mpg,171,train
basketball,0,v_shooting_15,15,v_shooting_15_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_03.mpg,182,train
basketball,0,v_shooting_15,15,v_shooting_15_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_04.mpg,163,train
basketball,0,v_shooting_15,15,v_shooting_15_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_05.mpg,118,train
basketball,0,v_shooting_15,15,v_shooting_15_06.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_06.mpg,150,train
basketball,0,v_shooting_15,15,v_shooting_15_07.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_15/v_shooting_15_07.mpg,194,train
basketball,0,v_shooting_16,16,v_shooting_16_01.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_01.mpg,470,train
basketball,0,v_shooting_16,16,v_shooting_16_02.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_02.mpg,345,train
basketball,0,v_shooting_16,16,v_shooting_16_03.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_03.mpg,525,train
basketball,0,v_shooting_16,16,v_shooting_16_04.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_04.mpg,517,train
basketball,0,v_shooting_16,16,v_shooting_16_05.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_05.mpg,9,train
basketball,0,v_shooting_16,16,v_shooting_16_06.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_06.mpg,130,train
basketball,0,v_shooting_16,16,v_shooting_16_07.mpg,/content/dataset/UCF11_updated_mpg/basketball/v_shooting_16/v_shooting_16_07.mpg,95,train
biking,1,v_biking_01,1,v_biking_01_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_01/v_biking_01_01.mpg,150,train
biking,1,v_biking_01,1,v_biking_01_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_01/v_biking_01_02.mpg,150,train
biking,1,v_biking_01,1,v_biking_01_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_01/v_biking_01_03.mpg,150,train
biking,1,v_biking_01,1,v_biking_01_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_01/v_biking_01_04.mpg,180,train
biking,1,v_biking_02,2,v_biking_02_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_01.mpg,237,train
biking,1,v_biking_02,2,v_biking_02_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_02.mpg,238,train
biking,1,v_biking_02,2,v_biking_02_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_03.mpg,237,train
biking,1,v_biking_02,2,v_biking_02_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_04.mpg,238,train
biking,1,v_biking_02,2,v_biking_02_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_05.mpg,178,train
biking,1,v_biking_02,2,v_biking_02_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_06.mpg,238,train
biking,1,v_biking_02,2,v_biking_02_07.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_02/v_biking_02_07.mpg,238,train
biking,1,v_biking_03,3,v_biking_03_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_03/v_biking_03_01.mpg,379,train
biking,1,v_biking_03,3,v_biking_03_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_03/v_biking_03_02.mpg,379,train
biking,1,v_biking_03,3,v_biking_03_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_03/v_biking_03_03.mpg,355,train
biking,1,v_biking_03,3,v_biking_03_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_03/v_biking_03_04.mpg,379,train
biking,1,v_biking_04,4,v_biking_04_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_04/v_biking_04_01.mpg,239,train
biking,1,v_biking_04,4,v_biking_04_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_04/v_biking_04_02.mpg,177,train
biking,1,v_biking_04,4,v_biking_04_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_04/v_biking_04_03.mpg,238,train
biking,1,v_biking_04,4,v_biking_04_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_04/v_biking_04_04.mpg,215,train
biking,1,v_biking_04,4,v_biking_04_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_04/v_biking_04_05.mpg,212,train
biking,1,v_biking_05,5,v_biking_05_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_01.mpg,299,train
biking,1,v_biking_05,5,v_biking_05_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_02.mpg,199,train
biking,1,v_biking_05,5,v_biking_05_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_03.mpg,200,train
biking,1,v_biking_05,5,v_biking_05_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_04.mpg,200,train
biking,1,v_biking_05,5,v_biking_05_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_05.mpg,162,train
biking,1,v_biking_05,5,v_biking_05_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_06.mpg,179,train
biking,1,v_biking_05,5,v_biking_05_07.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_07.mpg,177,train
biking,1,v_biking_05,5,v_biking_05_08.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_08.mpg,237,train
biking,1,v_biking_05,5,v_biking_05_09.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_05/v_biking_05_09.mpg,250,train
biking,1,v_biking_06,6,v_biking_06_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_06/v_biking_06_01.mpg,100,train
biking,1,v_biking_06,6,v_biking_06_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_06/v_biking_06_02.mpg,155,train
biking,1,v_biking_06,6,v_biking_06_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_06/v_biking_06_03.mpg,199,train
biking,1,v_biking_06,6,v_biking_06_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_06/v_biking_06_04.mpg,234,train
biking,1,v_biking_06,6,v_biking_06_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_06/v_biking_06_05.mpg,200,train
biking,1,v_biking_07,7,v_biking_07_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_01.mpg,299,train
biking,1,v_biking_07,7,v_biking_07_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_02.mpg,359,train
biking,1,v_biking_07,7,v_biking_07_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_03.mpg,399,train
biking,1,v_biking_07,7,v_biking_07_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_04.mpg,299,train
biking,1,v_biking_07,7,v_biking_07_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_05.mpg,189,train
biking,1,v_biking_07,7,v_biking_07_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_07/v_biking_07_06.mpg,238,train
biking,1,v_biking_08,8,v_biking_08_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_01.mpg,200,train
biking,1,v_biking_08,8,v_biking_08_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_02.mpg,122,train
biking,1,v_biking_08,8,v_biking_08_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_03.mpg,200,train
biking,1,v_biking_08,8,v_biking_08_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_04.mpg,200,train
biking,1,v_biking_08,8,v_biking_08_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_05.mpg,238,train
biking,1,v_biking_08,8,v_biking_08_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_08/v_biking_08_06.mpg,238,train
biking,1,v_biking_09,9,v_biking_09_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_09/v_biking_09_01.mpg,177,train
biking,1,v_biking_09,9,v_biking_09_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_09/v_biking_09_02.mpg,178,train
biking,1,v_biking_09,9,v_biking_09_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_09/v_biking_09_03.mpg,199,train
biking,1,v_biking_09,9,v_biking_09_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_09/v_biking_09_04.mpg,195,train
biking,1,v_biking_10,10,v_biking_10_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_01.mpg,239,train
biking,1,v_biking_10,10,v_biking_10_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_02.mpg,238,train
biking,1,v_biking_10,10,v_biking_10_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_03.mpg,238,train
biking,1,v_biking_10,10,v_biking_10_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_04.mpg,238,train
biking,1,v_biking_10,10,v_biking_10_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_05.mpg,239,train
biking,1,v_biking_10,10,v_biking_10_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_10/v_biking_10_06.mpg,238,train
biking,1,v_biking_11,11,v_biking_11_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_01.mpg,150,train
biking,1,v_biking_11,11,v_biking_11_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_02.mpg,150,train
biking,1,v_biking_11,11,v_biking_11_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_03.mpg,130,train
biking,1,v_biking_11,11,v_biking_11_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_04.mpg,209,train
biking,1,v_biking_11,11,v_biking_11_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_05.mpg,154,train
biking,1,v_biking_11,11,v_biking_11_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_11/v_biking_11_06.mpg,150,train
biking,1,v_biking_12,12,v_biking_12_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_12/v_biking_12_01.mpg,238,train
biking,1,v_biking_12,12,v_biking_12_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_12/v_biking_12_02.mpg,202,train
biking,1,v_biking_12,12,v_biking_12_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_12/v_biking_12_03.mpg,200,train
biking,1,v_biking_12,12,v_biking_12_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_12/v_biking_12_04.mpg,200,train
biking,1,v_biking_13,13,v_biking_13_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_01.mpg,150,train
biking,1,v_biking_13,13,v_biking_13_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_02.mpg,150,train
biking,1,v_biking_13,13,v_biking_13_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_03.mpg,108,train
biking,1,v_biking_13,13,v_biking_13_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_04.mpg,238,train
biking,1,v_biking_13,13,v_biking_13_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_05.mpg,238,train
biking,1,v_biking_13,13,v_biking_13_06.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_13/v_biking_13_06.mpg,160,train
biking,1,v_biking_14,14,v_biking_14_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_14/v_biking_14_01.mpg,125,train
biking,1,v_biking_14,14,v_biking_14_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_14/v_biking_14_02.mpg,168,train
biking,1,v_biking_14,14,v_biking_14_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_14/v_biking_14_03.mpg,140,train
biking,1,v_biking_14,14,v_biking_14_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_14/v_biking_14_04.mpg,155,train
biking,1,v_biking_15,15,v_biking_15_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_15/v_biking_15_01.mpg,238,train
biking,1,v_biking_15,15,v_biking_15_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_15/v_biking_15_02.mpg,238,train
biking,1,v_biking_15,15,v_biking_15_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_15/v_biking_15_03.mpg,238,train
biking,1,v_biking_15,15,v_biking_15_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_15/v_biking_15_04.mpg,238,train
biking,1,v_biking_15,15,v_biking_15_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_15/v_biking_15_05.mpg,238,train
biking,1,v_biking_16,16,v_biking_16_01.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_16/v_biking_16_01.mpg,238,train
biking,1,v_biking_16,16,v_biking_16_02.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_16/v_biking_16_02.mpg,198,train
biking,1,v_biking_16,16,v_biking_16_03.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_16/v_biking_16_03.mpg,166,train
biking,1,v_biking_16,16,v_biking_16_04.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_16/v_biking_16_04.mpg,179,train
biking,1,v_biking_16,16,v_biking_16_05.mpg,/content/dataset/UCF11_updated_mpg/biking/v_biking_16/v_biking_16_05.mpg,238,train
diving,2,v_diving_01,1,v_diving_01_01.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_01.mpg,258,train
diving,2,v_diving_01,1,v_diving_01_02.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_02.mpg,281,train
diving,2,v_diving_01,1,v_diving_01_03.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_03.mpg,213,train
diving,2,v_diving_01,1,v_diving_01_04.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_04.mpg,231,train
diving,2,v_diving_01,1,v_diving_01_05.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_05.mpg,232,train
diving,2,v_diving_01,1,v_diving_01_06.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_06.mpg,254,train
diving,2,v_diving_01,1,v_diving_01_07.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_01/v_diving_01_07.mpg,242,train
diving,2,v_diving_02,2,v_diving_02_01.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_01.mpg,133,train
diving,2,v_diving_02,2,v_diving_02_02.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_02.mpg,150,train
diving,2,v_diving_02,2,v_diving_02_03.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_03.mpg,126,train
diving,2,v_diving_02,2,v_diving_02_04.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_04.mpg,159,train
diving,2,v_diving_02,2,v_diving_02_05.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_05.mpg,199,train
diving,2,v_diving_02,2,v_diving_02_06.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_06.mpg,151,train
diving,2,v_diving_02,2,v_diving_02_07.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_02/v_diving_02_07.mpg,122,train
diving,2,v_diving_03,3,v_diving_03_01.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_03/v_diving_03_01.mpg,191,train
diving,2,v_diving_03,3,v_diving_03_02.mpg,/content/dataset/UCF11_updated_mpg/diving/v_diving_03/v_diving_03_02.mpg,191,train
